cod_cliente,nm_cliente,nm_pais_cliente,nm_cidade_cliente,nm_rua_cliente,num_casa_cliente,telefone_cliente,dt_nascimento_cliente,dt_atualizacao,tp_pessoa,vl_renda
369,Austin Delacruz,North Macedonia,East Scott,Moss Dale,5461,(92)77783-1027,1950-12-28,2024-05-20,PJ,13560.55
99,Charles Costa,Gabon,Lisaview,Peterson Place,92945,(89)63417-6693,1959-02-19,2025-02-13,PJ,97671.8
902,Victoria Vasquez,Puerto Rico,South Matthew,Karen Stream,566,(30)77662-4216,1987-08-13,2024-07-11,PF,2307.6
516,Leslie Rogers,Peru,Lindashire,Fitzgerald Streets,036,(83)80497-9549,1989-01-30,2024-10-23,PJ,75936.34
540,Erik James,Belize,West Bethchester,Morris Ville,0090,(67)98889-2164,1947-07-14,2024-08-06,PJ,63091.42
557,Jeffrey Hunt,New Zealand,Oliviatown,Price Ports,0890,(88)98022-3975,1951-07-22,2024-10-28,PJ,99189.15
738,Angela Peterson,Japan,Thompsonville,Lopez Lights,87354,(59)76553-1280,1967-12-03,2024-06-14,PF,9743.98
694,Jennifer Carroll,French Guiana,Port Tinaland,Smith Cliffs,7237,(91)34114-1230,1971-07-14,2024-11-17,PF,6455.9
694,Andrew Allen,Bahamas,East Robert,Autumn Rest,2077,(17)40919-7292,1952-09-14,2024-10-14,PJ,41447.39
921,Becky Lopez,Denmark,East Johnberg,Wang Way,0563,(97)65501-6606,1996-04-14,2024-07-27,PJ,28106.83
43,Sarah Jones,Liechtenstein,New Tiffany,William Village,70450,(68)46724-9692,1989-08-27,2024-07-16,PF,8930.38
990,James Santana Jr.,Guadeloupe,Ryanbury,Alice Fall,99588,(93)67351-2127,1988-08-09,2024-09-24,PJ,64187.3
646,Meghan Adams,Trinidad and Tobago,Jamiefurt,Barber Glens,28086,(88)92365-1315,1977-10-29,2025-02-04,PJ,16441.93
127,Lori Nixon,Yemen,Davidton,Bullock Loaf,96165,(54)65498-5904,1944-10-15,2024-12-02,PF,7287.55
287,Justin Wang,Cambodia,Port Angeltown,Kimberly Trace,61062,452.312.8696x3336,1991-11-21,2025-02-24,PF,1864.69
687,Wayne Chen,Syrian Arab Republic,South Jeffreyside,Danielle Manor,699,(46)67998-1526,1967-01-12,2024-09-17,PJ,12590.61
585,Sharon Atkins,Azerbaijan,South David,Brenda Rest,19952,(55)63108-5198,1948-06-30,2024-10-13,PJ,82254.44
476,Lawrence Bennett,Togo,Port Duane,Diane Fort,840,(74)45689-6992,1971-09-09,2025-01-13,PF,4984.59
417,Thomas Joyce,Lithuania,Wilsonhaven,Reynolds Wells,77435,(65)81348-4552,1981-01-17,2024-12-05,PJ,18828.24
153,Jason Davis,Liberia,Lisaside,Peterson Tunnel,66311,(10)56434-4201,2005-11-15,2024-11-02,PJ,59124.0
77,Mark Brown,Dominica,Perkinsland,Johnson Tunnel,98702,(56)20378-8578,1995-09-15,2024-11-07,PJ,90755.8
307,Martin Barnett,Zimbabwe,Lake Louisberg,Judy Circle,079,(58)50595-6519,1981-12-15,2024-10-01,PJ,79301.67
555,Collin Reilly,Japan,East Samantha,Horton Points,0055,(29)42885-2521,1950-03-06,2025-02-20,PF,1138.81
820,Denise Hayden,China,Tonyafurt,Anderson Springs,688,(88)40701-9269,1984-04-25,2025-01-31,PJ,31045.6
349,Jennifer Garcia,Gibraltar,New Andrew,Owen Ports,67999,(31)30173-1547,1986-09-07,2024-11-11,PJ,89843.93
740,Monique Murphy,Turkey,Estesbury,Robert Grove,5323,(28)46160-6352,2002-01-07,2024-07-06,PF,1621.2
463,Ryan Lewis,Bermuda,Philipville,Lamb Island,181,+1-533-735-4796x41401,1998-05-21,2025-03-22,PJ,78598.85
231,Ryan Burgess,Zimbabwe,Lake Susanfort,Adrienne Roads,855,(50)94550-1974,1953-03-20,2024-09-06,PJ,76668.26
461,Dr. Susan Gonzalez,Lebanon,Alexanderberg,Collins Rue,53302,(16)53697-7767,1978-09-03,2024-04-18,PJ,46933.86
18,Michelle Howard,Western Sahara,North Richardfurt,Michael Islands,06436,(73)40000-1019,1998-09-06,2025-02-28,PF,4103.78
357,Carlos Francis,British Virgin Islands,East Tony,Wheeler Ridges,99077,(38)47091-5324,1955-10-17,2024-07-04,PJ,47726.41
436,Annette Sandoval,Swaziland,West Amanda,Christina Ranch,80412,(35)32304-1486,1947-04-29,2024-06-11,PF,7019.41
314,Paul Cox,Western Sahara,North Katiemouth,Rodriguez Tunnel,5555,(52)49007-3618,1947-12-24,2025-03-13,PJ,92027.28
451,Joshua Morton,Argentina,North Brettview,Troy Camp,31821,(30)79161-5832,1984-06-12,2025-04-03,PF,7257.65
751,Anna Velazquez,Somalia,Morganchester,Barber Field,752,(82)43893-9949,2001-01-16,2024-12-19,PJ,19622.15
566,David Ramsey,United States Minor Outlying Islands,Westview,Samuel Wells,10905,(22)34425-3645,1949-11-27,2024-06-12,PJ,41512.28
825,Samantha Newman,Belgium,Coxmouth,William Mills,9018,(18)14240-2788,1994-09-07,2025-01-12,PJ,18780.19
16,Jeanette Peterson,Timor-Leste,South Teresashire,Dylan Common,2402,(23)45478-8923,1992-12-21,2024-08-14,PF,8023.5
520,Anthony Garcia,Azerbaijan,South Christopherbury,Vazquez Manor,639,(68)55657-4626,2005-05-01,2024-12-05,PF,9741.96
464,Juan Hamilton,Nepal,Willishaven,William Road,310,(64)79819-9342,1997-07-16,2025-01-17,PJ,54252.64
925,Christian Gates,San Marino,North Justin,Wiley Oval,1775,(43)10620-9772,1945-10-26,2024-11-19,PJ,37453.89
502,Nicholas Zimmerman,Singapore,Williamsmouth,Lawrence Tunnel,4516,(38)75661-3720,1992-06-26,2025-02-24,PJ,50344.7
588,Jennifer Gonzales,Yemen,West Justinhaven,Brown Gateway,53965,(30)53008-7963,1968-01-21,2025-04-04,PF,8738.53
281,Matthew Ramos MD,Vietnam,Scottside,Conner Key,7750,(43)18565-4423,1989-06-23,2025-01-21,PF,9191.76
419,Andrea Roberts,Madagascar,Stoneburgh,Tran Port,5919,(85)19538-5969,1994-02-13,2024-06-23,PJ,74896.65
447,David Reid,Samoa,West Pamelaside,Gonzalez Trace,9296,(47)89808-7873,1978-04-07,2024-09-29,PJ,76712.49
629,Eric Foster,Micronesia,Andreachester,Kennedy Green,58947,(87)99028-3400,1985-04-20,2024-08-16,PJ,99825.91
597,Kristen Smith,Mauritius,Cherylburgh,Donna Prairie,717,(45)43938-8620,1946-05-15,2024-09-07,PF,5705.09
899,Jennifer Harrison,Saint Helena,Victoriaton,Cooper Lock,6654,(28)45863-2161,1953-10-16,2024-06-17,PJ,34850.78
490,Todd Johnson,Grenada,East Peter,Moore Lodge,90335,(91)36781-7702,1979-11-03,2025-01-11,PJ,66641.38
667,Harold Knight,Niue,New Laurenland,Ruiz Lodge,24704,(55)76374-5009,1997-02-27,2024-12-09,PF,7394.54
309,Amanda Villa,Antarctica (the territory South of 60 deg S),Martinezburgh,Butler Trail,86008,(44)17214-5354,1972-05-25,2024-07-30,PJ,63371.12
892,Robert Stokes,Saint Kitts and Nevis,Ashleyview,Ryan Light,27161,(17)86402-3349,1992-12-18,2024-06-10,PJ,74177.54
770,Ryan Patterson,Korea,Leeland,Butler Viaduct,44437,(67)73285-8466,1968-08-28,2024-05-15,PJ,88735.22
278,Christine Brown,Bolivia,Port Laurenmouth,Wright Causeway,43088,(91)36395-4792,1964-03-27,2024-08-23,PF,4562.99
215,William Roberts,South Georgia and the South Sandwich Islands,Munozfurt,Kyle Island,95126,(75)47914-4988,1946-08-18,2024-05-27,PF,4170.38
154,Steven Richards,United Kingdom,New Katherinefurt,Cook Well,60518,(51)44240-9722,1951-12-18,2025-01-04,PJ,68204.36
422,Stephanie Vazquez,Isle of Man,Markhaven,Leslie Falls,823,(93)95490-3116,1986-02-11,2024-11-18,PF,2876.28
515,Krystal Schneider,Monaco,Meghanburgh,Christopher Estate,702,(12)33162-8681,1947-07-19,2024-10-29,PJ,29233.77
377,Gabriela Morris,Cote d'Ivoire,Lake Jessicaburgh,Karen Valleys,0266,(98)32094-8933,1987-05-01,2024-11-16,PJ,29038.08
490,Autumn Ward,Dominica,Kaylafort,Smith Mews,28862,(51)79516-2095,1989-02-19,2025-02-11,PF,2680.85
71,Jose Davis,Australia,Hartfort,Michelle Fork,969,263-872-5572x788,1954-05-09,2025-01-31,PF,3121.3
922,Autumn Obrien,Cook Islands,South Elizabethmouth,Danny Station,2561,(19)14655-2175,1964-07-02,2024-05-12,PJ,52469.49
706,Tanya Baldwin,Albania,Annetteton,Martinez Vista,213,+1-975-258-5823x988,1966-11-03,2025-01-29,PJ,87395.88
532,Keith Graham,Dominican Republic,Jesusville,Arthur Spurs,7145,(71)39913-6048,1965-01-02,2025-01-07,PF,8495.97
107,Kathryn Stewart,Afghanistan,South Dianemouth,Valerie Hill,6743,(67)66192-1681,1972-08-26,2024-09-11,PJ,85494.87
883,Amanda Reed,Lebanon,North Beth,Margaret Groves,32409,(97)81268-3929,1998-04-04,2024-05-22,PJ,39908.07
382,Ashley Rollins,Ethiopia,Tammyfort,Monica Avenue,50154,(67)60371-1932,2000-08-24,2024-04-14,PF,5578.79
331,Justin Medina,Indonesia,Lunabury,Elizabeth Place,141,(93)97558-6036,1947-10-13,2025-03-17,PF,5668.52
831,Emily Chavez,Mayotte,East Jillbury,Brittany Shores,68311,(12)25046-4766,1956-02-24,2024-04-06,PJ,70292.03
618,Tammy Smith,Hong Kong,Emilyshire,Brooks Spring,959,(55)33574-9897,1975-02-17,2024-07-03,PJ,20647.75
697,Jackie Peterson,Nicaragua,North Jason,Campbell Tunnel,3364,(32)76767-5214,2003-04-21,2024-10-12,PF,2530.78
976,Michael Crawford,Wallis and Futuna,Lake Margaretside,Hancock Union,50782,(97)53174-9637,1960-09-25,2024-10-11,PF,2620.88
960,Caitlyn Fowler,Isle of Man,New Kylieton,Nguyen Locks,6422,(96)94799-9529,1990-12-29,2024-12-16,PF,4976.13
813,Carla Taylor,Saint Vincent and the Grenadines,Port Joshuastad,Mason Overpass,14013,(46)34595-1234,1951-01-23,2024-07-09,PF,5080.7
426,Angela Waters,Angola,North Brendaton,Davis Valley,79871,(92)94001-5430,1984-11-28,2025-03-12,PJ,35105.53
301,Matthew Hopkins,Sierra Leone,North Brianville,Andrew Square,3874,(60)25815-7632,1969-06-02,2024-07-13,PJ,35378.36
901,Christopher Fernandez,Belarus,Choistad,Tran Spur,63790,(14)25697-4045,1983-05-19,2025-01-03,PF,3234.73
82,Michael Nichols MD,Rwanda,East Thomastown,Christopher Squares,95853,(74)27496-9834,1960-05-10,2024-12-01,PF,7415.18
93,Logan Mcdonald,Marshall Islands,North Ronaldmouth,Holly Canyon,269,(30)30322-4217,1965-07-28,2025-02-09,PF,8919.9
